Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Duration,Original Record Label & Catalog No.,Suggested Filename,Concatenate,Eliminate Hyphens,Substitute Google Comma Char.,Eliminate Ampersand Phrases,,,Eliminate Parentheticals,,Search Formula
05/08/99,1999,90,T.W.D.Y. Featuring Too Short & Mac Mall,T.W.D.Y.,Players Holiday,Players Holiday,5:09,Thump Street 2265,T.W.D.Y.--Players Holiday (1999),%22T.W.D.Y.%22+%22Players Holiday%22,%22T.W.D.Y.%22+%22Players Holiday%22,%22T.W.D.Y.%22+%22Players Holiday%22,,,%22T.W.D.Y.%22+%22Players Holiday%22,,,https://www.google.com/search?q=%22T.W.D.Y.%22+%22Players Holiday%22&ie=utf-8&oe=utf-8
05/08/99,1999,99,Mulberry Lane,Mulberry Lane,Harmless,Harmless,3:47,Refuge/MCA 55531,Mulberry Lane--Harmless (1999),%22Mulberry Lane%22+%22Harmless%22,%22Mulberry Lane%22+%22Harmless%22,%22Mulberry Lane%22+%22Harmless%22,,,%22Mulberry Lane%22+%22Harmless%22,,,https://www.google.com/search?q=%22Mulberry Lane%22+%22Harmless%22&ie=utf-8&oe=utf-8
05/15/99,1999,1,Jennifer Lopez,Jennifer Lopez,If You Had My Love,If You Had My Love,4:25,Work 79163,Jennifer Lopez--If You Had My Love (1999),%22Jennifer Lopez%22+%22If You Had My Love%22,%22Jennifer Lopez%22+%22If You Had My Love%22,%22Jennifer Lopez%22+%22If You Had My Love%22,,,%22Jennifer Lopez%22+%22If You Had My Love%22,,,https://www.google.com/search?q=%22Jennifer Lopez%22+%22If You Had My Love%22&ie=utf-8&oe=utf-8
05/15/99,1999,10,Chante Moore,Chante Moore,Chante’s Got A Man,Chante's Got a Man,4:13,Silas/MCA 55544,Chante Moore--Chante's Got a Man (1999),%22Chante Moore%22+%22Chante's Got a Man%22,%22Chante Moore%22+%22Chante%27s Got a Man%22,%22Chante Moore%22+%22Chante%27s Got a Man%22,,,%22Chante Moore%22+%22Chante%27s Got a Man%22,,,https://www.google.com/search?q=%22Chante Moore%22+%22Chante%27s Got a Man%22&ie=utf-8&oe=utf-8
05/15/99,1999,12,Sporty Thievz Featuring Mr. Woods,Sporty Thievz,No Pigeons,No Pigeons,3:25,Roc-A-Blok/Ruffhouse 79190,Sporty Thievz--No Pigeons (1999),%22Sporty Thievz%22+%22No Pigeons%22,%22Sporty Thievz%22+%22No Pigeons%22,%22Sporty Thievz%22+%22No Pigeons%22,,,%22Sporty Thievz%22+%22No Pigeons%22,,,https://www.google.com/search?q=%22Sporty Thievz%22+%22No Pigeons%22&ie=utf-8&oe=utf-8
05/15/99,1999,36,Chely Wright,Chely Wright,Single White Female,Single White Female,3:17,MCA 72092,Chely Wright--Single White Female (1999),%22Chely Wright%22+%22Single White Female%22,%22Chely Wright%22+%22Single White Female%22,%22Chely Wright%22+%22Single White Female%22,,,%22Chely Wright%22+%22Single White Female%22,,,https://www.google.com/search?q=%22Chely Wright%22+%22Single White Female%22&ie=utf-8&oe=utf-8
05/15/99,1999,38,Joe Diffie,Joe Diffie,A Night To Remember,A Night to Remember,3:33,Epic 79118,Joe Diffie--A Night to Remember (1999),%22Joe Diffie%22+%22A Night to Remember%22,%22Joe Diffie%22+%22A Night to Remember%22,%22Joe Diffie%22+%22A Night to Remember%22,,,%22Joe Diffie%22+%22A Night to Remember%22,,,https://www.google.com/search?q=%22Joe Diffie%22+%22A Night to Remember%22&ie=utf-8&oe=utf-8
05/15/99,1999,46,"Dixie Chicks, The",Dixie Chicks,Tonight The Heartache’s On Me,Tonight the Heartache's on Me,3:25,Monument Album Cut,Dixie Chicks--Tonight the Heartache's on Me (1999),%22Dixie Chicks%22+%22Tonight the Heartache's on Me%22,%22Dixie Chicks%22+%22Tonight the Heartache%27s on Me%22,%22Dixie Chicks%22+%22Tonight the Heartache%27s on Me%22,,,%22Dixie Chicks%22+%22Tonight the Heartache%27s on Me%22,,,https://www.google.com/search?q=%22Dixie Chicks%22+%22Tonight the Heartache%27s on Me%22&ie=utf-8&oe=utf-8
05/15/99,1999,86,Sammy Kershaw & Lorrie Morgan,Sammy Kershaw & Lorrie Morgan,Maybe Not Tonight,Maybe Not Tonight,4:08,Mercury Album Cut,Sammy Kershaw & Lorrie Morgan--Maybe Not Tonight (1999),%22Sammy Kershaw & Lorrie Morgan%22+%22Maybe Not Tonight%22,%22Sammy Kershaw & Lorrie Morgan%22+%22Maybe Not Tonight%22,%22Sammy Kershaw & Lorrie Morgan%22+%22Maybe Not Tonight%22,18,33,%22Sammy Kershaw%22+%22Maybe Not Tonight%22,,,https://www.google.com/search?q=%22Sammy Kershaw%22+%22Maybe Not Tonight%22&ie=utf-8&oe=utf-8
05/15/99,1999,90,Missy “Misdemeanor” Elliott,Missy 'Misdemeanor' Elliott,She’s A Bitch,She's a Bitch,3:26,The Gold Mind/EastWest 63751,Missy 'Misdemeanor' Elliott--She's a Bitch (1999),%22Missy 'Misdemeanor' Elliott%22+%22She's a Bitch%22,%22Missy %27Misdemeanor%27 Elliott%22+%22She%27s a Bitch%22,%22Missy %27Misdemeanor%27 Elliott%22+%22She%27s a Bitch%22,,,%22Missy %27Misdemeanor%27 Elliott%22+%22She%27s a Bitch%22,,,https://www.google.com/search?q=%22Missy %27Misdemeanor%27 Elliott%22+%22She%27s a Bitch%22&ie=utf-8&oe=utf-8
05/22/99,1999,1,Will Smith Featuring Dru Hill & Kool Mo Dee,Will Smith,Wild Wild West,Wild Wild West,4:02,Overbrook 79157,Will Smith--Wild Wild West (1999),%22Will Smith%22+%22Wild Wild West%22,%22Will Smith%22+%22Wild Wild West%22,%22Will Smith%22+%22Wild Wild West%22,,,%22Will Smith%22+%22Wild Wild West%22,,,https://www.google.com/search?q=%22Will Smith%22+%22Wild Wild West%22&ie=utf-8&oe=utf-8
05/22/99,1999,4,Smash Mouth,Smash Mouth,All Star,All Star,3:20,Interscope Album Cut,Smash Mouth--All Star (1999),%22Smash Mouth%22+%22All Star%22,%22Smash Mouth%22+%22All Star%22,%22Smash Mouth%22+%22All Star%22,,,%22Smash Mouth%22+%22All Star%22,,,https://www.google.com/search?q=%22Smash Mouth%22+%22All Star%22&ie=utf-8&oe=utf-8
05/22/99,1999,14,Sarah McLachlan,Sarah McLachlan,I Will Remember You (Live),I Will Remember You (Live),3:42,Arista Album Cut,Sarah McLachlan--I Will Remember You (Live) (1999),%22Sarah McLachlan%22+%22I Will Remember You (Live)%22,%22Sarah McLachlan%22+%22I Will Remember You (Live)%22,%22Sarah McLachlan%22+%22I Will Remember You (Live)%22,,,%22Sarah McLachlan%22+%22I Will Remember You (Live)%22,46,51,https://www.google.com/search?q=%22Sarah McLachlan%22+%22I Will Remember You%22&ie=utf-8&oe=utf-8
05/22/99,1999,21,Britney Spears,Britney Spears,Sometimes,Sometimes,3:55,Jive Album Cut,Britney Spears--Sometimes (1999),%22Britney Spears%22+%22Sometimes%22,%22Britney Spears%22+%22Sometimes%22,%22Britney Spears%22+%22Sometimes%22,,,%22Britney Spears%22+%22Sometimes%22,,,https://www.google.com/search?q=%22Britney Spears%22+%22Sometimes%22&ie=utf-8&oe=utf-8
05/22/99,1999,57,Cher,Cher,Strong Enough,Strong Enough,3:44,Warner 44644,Cher--Strong Enough (1999),%22Cher%22+%22Strong Enough%22,%22Cher%22+%22Strong Enough%22,%22Cher%22+%22Strong Enough%22,,,%22Cher%22+%22Strong Enough%22,,,https://www.google.com/search?q=%22Cher%22+%22Strong Enough%22&ie=utf-8&oe=utf-8
05/22/99,1999,70,Deborah Cox,Deborah Cox,It’s Over Now,It's Over Now,4:00,Arista 13656,Deborah Cox--It's Over Now (1999),%22Deborah Cox%22+%22It's Over Now%22,%22Deborah Cox%22+%22It%27s Over Now%22,%22Deborah Cox%22+%22It%27s Over Now%22,,,%22Deborah Cox%22+%22It%27s Over Now%22,,,https://www.google.com/search?q=%22Deborah Cox%22+%22It%27s Over Now%22&ie=utf-8&oe=utf-8
05/22/99,1999,81,Randy Travis,Randy Travis,Stranger In My Mirror,Stranger in My Mirror,3:14,DreamWorks Album Cut,Randy Travis--Stranger in My Mirror (1999),%22Randy Travis%22+%22Stranger in My Mirror%22,%22Randy Travis%22+%22Stranger in My Mirror%22,%22Randy Travis%22+%22Stranger in My Mirror%22,,,%22Randy Travis%22+%22Stranger in My Mirror%22,,,https://www.google.com/search?q=%22Randy Travis%22+%22Stranger in My Mirror%22&ie=utf-8&oe=utf-8
05/29/99,1999,2,K-Ci & JoJo,K-Ci & JoJo,Tell Me It’s Real,Tell Me It's Real,3:41,MCA 55551,K-Ci & JoJo--Tell Me It's Real (1999),%22K-Ci & JoJo%22+%22Tell Me It's Real%22,%22K-Ci & JoJo%22+%22Tell Me It%27s Real%22,%22K-Ci & JoJo%22+%22Tell Me It%27s Real%22,9,15,%22K-Ci%22+%22Tell Me It%27s Real%22,,,https://www.google.com/search?q=%22K-Ci%22+%22Tell Me It%27s Real%22&ie=utf-8&oe=utf-8
05/29/99,1999,2,Pearl Jam,Pearl Jam,Last Kiss,Last Kiss,3:14,Epic 79197,Pearl Jam--Last Kiss (1999),%22Pearl Jam%22+%22Last Kiss%22,%22Pearl Jam%22+%22Last Kiss%22,%22Pearl Jam%22+%22Last Kiss%22,,,%22Pearl Jam%22+%22Last Kiss%22,,,https://www.google.com/search?q=%22Pearl Jam%22+%22Last Kiss%22&ie=utf-8&oe=utf-8
05/29/99,1999,25,Citizen King,Citizen King,Better Days (And The Bottom Drops Out),Better Days (And the Bottom Drops Out),3:38,Warner 16569,Citizen King--Better Days (And the Bottom Drops Out) (1999),%22Citizen King%22+%22Better Days (And the Bottom Drops Out)%22,%22Citizen King%22+%22Better Days (And the Bottom Drops Out)%22,%22Citizen King%22+%22Better Days (And the Bottom Drops Out)%22,,,%22Citizen King%22+%22Better Days (And the Bottom Drops Out)%22,35,60,https://www.google.com/search?q=%22Citizen King%22+%22Better Days%22&ie=utf-8&oe=utf-8
05/29/99,1999,27,R. Kelly Featuring NAS,R. Kelly,Did You Ever Think,Did You Ever Think,4:20,Jive 42604,R. Kelly--Did You Ever Think (1999),%22R. Kelly%22+%22Did You Ever Think%22,%22R. Kelly%22+%22Did You Ever Think%22,%22R. Kelly%22+%22Did You Ever Think%22,,,%22R. Kelly%22+%22Did You Ever Think%22,,,https://www.google.com/search?q=%22R. Kelly%22+%22Did You Ever Think%22&ie=utf-8&oe=utf-8
05/29/99,1999,29,Alabama Featuring NSYNC,Alabama,God Must Have Spent A Little More Time On You,God Must Have Spent a Little More Time on You,3:18,RCA 65759,Alabama--God Must Have Spent a Little More Time on You (1999),%22Alabama%22+%22God Must Have Spent a Little More Time on You%22,%22Alabama%22+%22God Must Have Spent a Little More Time on You%22,%22Alabama%22+%22God Must Have Spent a Little More Time on You%22,,,%22Alabama%22+%22God Must Have Spent a Little More Time on You%22,,,https://www.google.com/search?q=%22Alabama%22+%22God Must Have Spent a Little More Time on You%22&ie=utf-8&oe=utf-8
05/29/99,1999,54,Reba,Reba,One Honest Heart,One Honest Heart,3:53,MCA Album Cut,Reba--One Honest Heart (1999),%22Reba%22+%22One Honest Heart%22,%22Reba%22+%22One Honest Heart%22,%22Reba%22+%22One Honest Heart%22,,,%22Reba%22+%22One Honest Heart%22,,,https://www.google.com/search?q=%22Reba%22+%22One Honest Heart%22&ie=utf-8&oe=utf-8
06/05/99,1999,1,Lonestar,Lonestar,Amazed,Amazed,4:25,BNA 65957,Lonestar--Amazed (1999),%22Lonestar%22+%22Amazed%22,%22Lonestar%22+%22Amazed%22,%22Lonestar%22+%22Amazed%22,,,%22Lonestar%22+%22Amazed%22,,,https://www.google.com/search?q=%22Lonestar%22+%22Amazed%22&ie=utf-8&oe=utf-8
06/05/99,1999,9,Red Hot Chili Peppers,Red Hot Chili Peppers,Scar Tissue,Scar Tissue,3:35,Warner Bros. 16913,Red Hot Chili Peppers--Scar Tissue (1999),%22Red Hot Chili Peppers%22+%22Scar Tissue%22,%22Red Hot Chili Peppers%22+%22Scar Tissue%22,%22Red Hot Chili Peppers%22+%22Scar Tissue%22,,,%22Red Hot Chili Peppers%22+%22Scar Tissue%22,,,https://www.google.com/search?q=%22Red Hot Chili Peppers%22+%22Scar Tissue%22&ie=utf-8&oe=utf-8
06/05/99,1999,15,Case,Case,Happily Ever After,Happily Ever After,4:10,Def Jam 566954,Case--Happily Ever After (1999),%22Case%22+%22Happily Ever After%22,%22Case%22+%22Happily Ever After%22,%22Case%22+%22Happily Ever After%22,,,%22Case%22+%22Happily Ever After%22,,,https://www.google.com/search?q=%22Case%22+%22Happily Ever After%22&ie=utf-8&oe=utf-8
06/05/99,1999,28,Jo Dee Messina,Jo Dee Messina,Lesson In Leavin’,Lesson in Leavin',3:39,Curb Album Cut,Jo Dee Messina--Lesson in Leavin' (1999),%22Jo Dee Messina%22+%22Lesson in Leavin'%22,%22Jo Dee Messina%22+%22Lesson in Leavin%27%22,%22Jo Dee Messina%22+%22Lesson in Leavin%27%22,,,%22Jo Dee Messina%22+%22Lesson in Leavin%27%22,,,https://www.google.com/search?q=%22Jo Dee Messina%22+%22Lesson in Leavin%27%22&ie=utf-8&oe=utf-8
06/05/99,1999,71,John Michael Montgomery,John Michael Montgomery,Hello L.O.V.E,Hello L.O.V.E,2:25,Atlantic Album Cut,John Michael Montgomery--Hello L.O.V.E (1999),%22John Michael Montgomery%22+%22Hello L.O.V.E%22,%22John Michael Montgomery%22+%22Hello L.O.V.E%22,%22John Michael Montgomery%22+%22Hello L.O.V.E%22,,,%22John Michael Montgomery%22+%22Hello L.O.V.E%22,,,https://www.google.com/search?q=%22John Michael Montgomery%22+%22Hello L.O.V.E%22&ie=utf-8&oe=utf-8
06/05/99,1999,72,Robbie Williams,Robbie Williams,Millennium,Millennium,4:07,Capitol Album Cut,Robbie Williams--Millennium (1999),%22Robbie Williams%22+%22Millennium%22,%22Robbie Williams%22+%22Millennium%22,%22Robbie Williams%22+%22Millennium%22,,,%22Robbie Williams%22+%22Millennium%22,,,https://www.google.com/search?q=%22Robbie Williams%22+%22Millennium%22&ie=utf-8&oe=utf-8
06/12/99,1999,19,Madonna,Madonna,Beautiful Stranger,Beautiful Stranger,3:53,Maverick Album Cut,Madonna--Beautiful Stranger (1999),%22Madonna%22+%22Beautiful Stranger%22,%22Madonna%22+%22Beautiful Stranger%22,%22Madonna%22+%22Beautiful Stranger%22,,,%22Madonna%22+%22Beautiful Stranger%22,,,https://www.google.com/search?q=%22Madonna%22+%22Beautiful Stranger%22&ie=utf-8&oe=utf-8
06/12/99,1999,33,Blessid Union Of Souls,Blessid Union of Souls,Hey Leonardo (She Likes Me For Me),Hey Leonardo (She Likes Me for Me),3:28,Push Album Cut,Blessid Union of Souls--Hey Leonardo (She Likes Me for Me) (1999),%22Blessid Union of Souls%22+%22Hey Leonardo (She Likes Me for Me)%22,%22Blessid Union of Souls%22+%22Hey Leonardo (She Likes Me for Me)%22,%22Blessid Union of Souls%22+%22Hey Leonardo (She Likes Me for Me)%22,,,%22Blessid Union of Souls%22+%22Hey Leonardo (She Likes Me for Me)%22,46,66,https://www.google.com/search?q=%22Blessid Union of Souls%22+%22Hey Leonardo%22&ie=utf-8&oe=utf-8
06/12/99,1999,45,Ricky Martin,Ricky Martin,The Cup Of Life,The Cup of Life,4:33,Columbia 78931,Ricky Martin--The Cup of Life (1999),%22Ricky Martin%22+%22The Cup of Life%22,%22Ricky Martin%22+%22The Cup of Life%22,%22Ricky Martin%22+%22The Cup of Life%22,,,%22Ricky Martin%22+%22The Cup of Life%22,,,https://www.google.com/search?q=%22Ricky Martin%22+%22The Cup of Life%22&ie=utf-8&oe=utf-8
06/12/99,1999,74,Clay Walker,Clay Walker,She’s Always Right,She's Always Right,3:24,Giant Album Cut,Clay Walker--She's Always Right (1999),%22Clay Walker%22+%22She's Always Right%22,%22Clay Walker%22+%22She%27s Always Right%22,%22Clay Walker%22+%22She%27s Always Right%22,,,%22Clay Walker%22+%22She%27s Always Right%22,,,https://www.google.com/search?q=%22Clay Walker%22+%22She%27s Always Right%22&ie=utf-8&oe=utf-8
06/19/99,1999,1,Destiny’s Child,Destiny's Child,"Bills, Bills, Bills","Bills, Bills, Bills",4:16,Columbia 79175,"Destiny's Child--Bills, Bills, Bills (1999)","%22Destiny's Child%22+%22Bills, Bills, Bills%22","%22Destiny%27s Child%22+%22Bills, Bills, Bills%22",%22Destiny%27s Child%22+%22Bills%2C Bills%2C Bills%22,,,%22Destiny%27s Child%22+%22Bills%2C Bills%2C Bills%22,,,https://www.google.com/search?q=%22Destiny%27s Child%22+%22Bills%2C Bills%2C Bills%22&ie=utf-8&oe=utf-8
06/19/99,1999,14,Tal Bachman,Tal Bachman,She’s So High,She's So High,3:40,Columbia Album Cut,Tal Bachman--She's So High (1999),%22Tal Bachman%22+%22She's So High%22,%22Tal Bachman%22+%22She%27s So High%22,%22Tal Bachman%22+%22She%27s So High%22,,,%22Tal Bachman%22+%22She%27s So High%22,,,https://www.google.com/search?q=%22Tal Bachman%22+%22She%27s So High%22&ie=utf-8&oe=utf-8
06/19/99,1999,35,Lauryn Hill,Lauryn Hill,Everything Is Everything,Everything Is Everything,4:56,Ruffhouse 79206,Lauryn Hill--Everything Is Everything (1999),%22Lauryn Hill%22+%22Everything Is Everything%22,%22Lauryn Hill%22+%22Everything Is Everything%22,%22Lauryn Hill%22+%22Everything Is Everything%22,,,%22Lauryn Hill%22+%22Everything Is Everything%22,,,https://www.google.com/search?q=%22Lauryn Hill%22+%22Everything Is Everything%22&ie=utf-8&oe=utf-8
06/19/99,1999,56,Tyrese,Tyrese,Lately,Lately,4:10,RCA Album Cut,Tyrese--Lately (1999),%22Tyrese%22+%22Lately%22,%22Tyrese%22+%22Lately%22,%22Tyrese%22+%22Lately%22,,,%22Tyrese%22+%22Lately%22,,,https://www.google.com/search?q=%22Tyrese%22+%22Lately%22&ie=utf-8&oe=utf-8
06/19/99,1999,64,Dwight Yoakam,Dwight Yoakam,Crazy Little Thing Called Love,Crazy Little Thing Called Love,2:22,Reprise Album Cut,Dwight Yoakam--Crazy Little Thing Called Love (1999),%22Dwight Yoakam%22+%22Crazy Little Thing Called Love%22,%22Dwight Yoakam%22+%22Crazy Little Thing Called Love%22,%22Dwight Yoakam%22+%22Crazy Little Thing Called Love%22,,,%22Dwight Yoakam%22+%22Crazy Little Thing Called Love%22,,,https://www.google.com/search?q=%22Dwight Yoakam%22+%22Crazy Little Thing Called Love%22&ie=utf-8&oe=utf-8
06/19/99,1999,65,Brad Paisley,Brad Paisley,Who Needs Pictures,Who Needs Pictures,3:43,Arista 13156,Brad Paisley--Who Needs Pictures (1999),%22Brad Paisley%22+%22Who Needs Pictures%22,%22Brad Paisley%22+%22Who Needs Pictures%22,%22Brad Paisley%22+%22Who Needs Pictures%22,,,%22Brad Paisley%22+%22Who Needs Pictures%22,,,https://www.google.com/search?q=%22Brad Paisley%22+%22Who Needs Pictures%22&ie=utf-8&oe=utf-8
06/19/99,1999,67,B*Witched,B-Witched,Rollercoaster,Rollercoaster,3:20,Epic 79179,B-Witched--Rollercoaster (1999),%22B-Witched%22+%22Rollercoaster%22,%22B-Witched%22+%22Rollercoaster%22,%22B-Witched%22+%22Rollercoaster%22,,,%22B-Witched%22+%22Rollercoaster%22,,,https://www.google.com/search?q=%22B-Witched%22+%22Rollercoaster%22&ie=utf-8&oe=utf-8
06/19/99,1999,82,Shane Minor,Shane Minor,Slave To The Habit,Slave to the Habit,3:03,Mercury 870818,Shane Minor--Slave to the Habit (1999),%22Shane Minor%22+%22Slave to the Habit%22,%22Shane Minor%22+%22Slave to the Habit%22,%22Shane Minor%22+%22Slave to the Habit%22,,,%22Shane Minor%22+%22Slave to the Habit%22,,,https://www.google.com/search?q=%22Shane Minor%22+%22Slave to the Habit%22&ie=utf-8&oe=utf-8
06/19/99,1999,84,Dru Hill,Dru Hill,You Are Everything,You Are Everything,3:44,Def Soul 562021,Dru Hill--You Are Everything (1999),%22Dru Hill%22+%22You Are Everything%22,%22Dru Hill%22+%22You Are Everything%22,%22Dru Hill%22+%22You Are Everything%22,,,%22Dru Hill%22+%22You Are Everything%22,,,https://www.google.com/search?q=%22Dru Hill%22+%22You Are Everything%22&ie=utf-8&oe=utf-8
06/26/99,1999,1,TLC,TLC,Unpretty,Unpretty,4:38,LaFace 24424,TLC--Unpretty (1999),%22TLC%22+%22Unpretty%22,%22TLC%22+%22Unpretty%22,%22TLC%22+%22Unpretty%22,,,%22TLC%22+%22Unpretty%22,,,https://www.google.com/search?q=%22TLC%22+%22Unpretty%22&ie=utf-8&oe=utf-8
06/26/99,1999,28,Jay-Z,Jay-Z,Jigga My Nigga,Jigga My Nigga,5:23,Roc-A-Fella 562201,Jay-Z--Jigga My Nigga (1999),%22Jay-Z%22+%22Jigga My Nigga%22,%22Jay-Z%22+%22Jigga My Nigga%22,%22Jay-Z%22+%22Jigga My Nigga%22,,,%22Jay-Z%22+%22Jigga My Nigga%22,,,https://www.google.com/search?q=%22Jay-Z%22+%22Jigga My Nigga%22&ie=utf-8&oe=utf-8
06/26/99,1999,37,Edwin McCain,Edwin McCain,I Could Not Ask For More,I Could Not Ask for More,4:00,Lava Album Cut,Edwin McCain--I Could Not Ask for More (1999),%22Edwin McCain%22+%22I Could Not Ask for More%22,%22Edwin McCain%22+%22I Could Not Ask for More%22,%22Edwin McCain%22+%22I Could Not Ask for More%22,,,%22Edwin McCain%22+%22I Could Not Ask for More%22,,,https://www.google.com/search?q=%22Edwin McCain%22+%22I Could Not Ask for More%22&ie=utf-8&oe=utf-8
06/26/99,1999,46,Faith Hill,Faith Hill,The Secret Of Life,The Secret of Life,4:12,Warner Album Cut,Faith Hill--The Secret of Life (1999),%22Faith Hill%22+%22The Secret of Life%22,%22Faith Hill%22+%22The Secret of Life%22,%22Faith Hill%22+%22The Secret of Life%22,,,%22Faith Hill%22+%22The Secret of Life%22,,,https://www.google.com/search?q=%22Faith Hill%22+%22The Secret of Life%22&ie=utf-8&oe=utf-8
06/26/99,1999,84,"Beatnuts, The Featuring Yellaklaw",Beatnuts,Watch Out Now,Watch Out Now,2:54,Violator 1795,Beatnuts--Watch Out Now (1999),%22Beatnuts%22+%22Watch Out Now%22,%22Beatnuts%22+%22Watch Out Now%22,%22Beatnuts%22+%22Watch Out Now%22,,,%22Beatnuts%22+%22Watch Out Now%22,,,https://www.google.com/search?q=%22Beatnuts%22+%22Watch Out Now%22&ie=utf-8&oe=utf-8
06/26/99,1999,99,Cam’ron,Cam'ron,Let Me Know,Let Me Know,4:03,Untertainment 79170,Cam'ron--Let Me Know (1999),%22Cam'ron%22+%22Let Me Know%22,%22Cam%27ron%22+%22Let Me Know%22,%22Cam%27ron%22+%22Let Me Know%22,,,%22Cam%27ron%22+%22Let Me Know%22,,,https://www.google.com/search?q=%22Cam%27ron%22+%22Let Me Know%22&ie=utf-8&oe=utf-8
07/03/99,1999,1,Christina Aguilera,Christina Aguilera,Genie In A Bottle,Genie in a Bottle,3:36,RCA 65692,Christina Aguilera--Genie in a Bottle (1999),%22Christina Aguilera%22+%22Genie in a Bottle%22,%22Christina Aguilera%22+%22Genie in a Bottle%22,%22Christina Aguilera%22+%22Genie in a Bottle%22,,,%22Christina Aguilera%22+%22Genie in a Bottle%22,,,https://www.google.com/search?q=%22Christina Aguilera%22+%22Genie in a Bottle%22&ie=utf-8&oe=utf-8
07/03/99,1999,7,Sugar Ray,Sugar Ray,Someday,Someday,4:00,Lava 84536,Sugar Ray--Someday (1999),%22Sugar Ray%22+%22Someday%22,%22Sugar Ray%22+%22Someday%22,%22Sugar Ray%22+%22Someday%22,,,%22Sugar Ray%22+%22Someday%22,,,https://www.google.com/search?q=%22Sugar Ray%22+%22Someday%22&ie=utf-8&oe=utf-8
07/03/99,1999,10,Naughty By Nature Featuring Zhane,Naughty By Nature,Jamboree,Jamboree,3:32,Arista 13712,Naughty By Nature--Jamboree (1999),%22Naughty By Nature%22+%22Jamboree%22,%22Naughty By Nature%22+%22Jamboree%22,%22Naughty By Nature%22+%22Jamboree%22,,,%22Naughty By Nature%22+%22Jamboree%22,,,https://www.google.com/search?q=%22Naughty By Nature%22+%22Jamboree%22&ie=utf-8&oe=utf-8
07/03/99,1999,20,Fastball,Fastball,Out Of My Head,Out of My Head,2:32,Hollywood Album Cut,Fastball--Out of My Head (1999),%22Fastball%22+%22Out of My Head%22,%22Fastball%22+%22Out of My Head%22,%22Fastball%22+%22Out of My Head%22,,,%22Fastball%22+%22Out of My Head%22,,,https://www.google.com/search?q=%22Fastball%22+%22Out of My Head%22&ie=utf-8&oe=utf-8
07/03/99,1999,21,Phil Collins,Phil Collins,You’ll Be In My Heart,You'll Be in My Heart,4:16,Walt Disney 60025,Phil Collins--You'll Be in My Heart (1999),%22Phil Collins%22+%22You'll Be in My Heart%22,%22Phil Collins%22+%22You%27ll Be in My Heart%22,%22Phil Collins%22+%22You%27ll Be in My Heart%22,,,%22Phil Collins%22+%22You%27ll Be in My Heart%22,,,https://www.google.com/search?q=%22Phil Collins%22+%22You%27ll Be in My Heart%22&ie=utf-8&oe=utf-8
07/03/99,1999,21,Eric Benet Featuring Tamia,Eric Benet,Spend My Life With You,Spend My Life With You,4:35,Warner 16958,Eric Benet--Spend My Life With You (1999),%22Eric Benet%22+%22Spend My Life With You%22,%22Eric Benet%22+%22Spend My Life With You%22,%22Eric Benet%22+%22Spend My Life With You%22,,,%22Eric Benet%22+%22Spend My Life With You%22,,,https://www.google.com/search?q=%22Eric Benet%22+%22Spend My Life With You%22&ie=utf-8&oe=utf-8
07/03/99,1999,29,Eve & Nokio,Eve & Nokio,What Ya Want,What Ya Want,4:05,Ruff Ryders Album Cut,Eve & Nokio--What Ya Want (1999),%22Eve & Nokio%22+%22What Ya Want%22,%22Eve & Nokio%22+%22What Ya Want%22,%22Eve & Nokio%22+%22What Ya Want%22,8,15,%22Eve%22+%22What Ya Want%22,,,https://www.google.com/search?q=%22Eve%22+%22What Ya Want%22&ie=utf-8&oe=utf-8
07/03/99,1999,88,Tanto Metro & Devonte,Tanto Metro & Devonte,Everyone Falls In Love,Everyone Falls in Love,3:57,Penthouse/VP 6278,Tanto Metro & Devonte--Everyone Falls in Love (1999),%22Tanto Metro & Devonte%22+%22Everyone Falls in Love%22,%22Tanto Metro & Devonte%22+%22Everyone Falls in Love%22,%22Tanto Metro & Devonte%22+%22Everyone Falls in Love%22,16,25,%22Tanto Metro%22+%22Everyone Falls in Love%22,,,https://www.google.com/search?q=%22Tanto Metro%22+%22Everyone Falls in Love%22&ie=utf-8&oe=utf-8
07/10/99,1999,1,Enrique Iglesias,Enrique Iglesias,Bailamos,Bailamos,3:33,Overbrook 97122,Enrique Iglesias--Bailamos (1999),%22Enrique Iglesias%22+%22Bailamos%22,%22Enrique Iglesias%22+%22Bailamos%22,%22Enrique Iglesias%22+%22Bailamos%22,,,%22Enrique Iglesias%22+%22Bailamos%22,,,https://www.google.com/search?q=%22Enrique Iglesias%22+%22Bailamos%22&ie=utf-8&oe=utf-8
07/10/99,1999,16,Goo Goo Dolls,Goo Goo Dolls,Black Balloon,Black Balloon,4:00,Warner 16946,Goo Goo Dolls--Black Balloon (1999),%22Goo Goo Dolls%22+%22Black Balloon%22,%22Goo Goo Dolls%22+%22Black Balloon%22,%22Goo Goo Dolls%22+%22Black Balloon%22,,,%22Goo Goo Dolls%22+%22Black Balloon%22,,,https://www.google.com/search?q=%22Goo Goo Dolls%22+%22Black Balloon%22&ie=utf-8&oe=utf-8
